source_model_tag,model_tag,model_family,hidden_size,num_layers,dropout,learning_rate,epochs,best_epoch,best_valid_accuracy,best_valid_loss,final_valid_accuracy,final_valid_loss,test_accuracy,test_loss,test_correct,test_total,param_count,model_size_kb,inference_ms_per_batch_gpu,elapsed_seconds
overnight-lstm-384-3layer-drop0.1-lr0.0005,user-split-lstm-384-3layer-drop0.1-lr0.0005,LSTM,384,3,0.1,0.0005,40,22,0.77,1.223893079161644,0.77,1.223893079161644,0.7605985037406484,0.9523093979852157,305,401,2970644,11607.1923828125,1.3743666667627017,23.888311100003193
overnight-gru-256-3layer-drop0.2-lr0.0003,user-split-gru-256-3layer-drop0.2-lr0.0003,GRU,256,3,0.2,0.0003,40,27,0.79,0.8637158418633044,0.79,0.8637158418633044,0.8528678304239401,0.6112834458933805,342,401,995092,3890.1923828125,0.7538600000164782,15.443032799994398
overnight-gru-256-3layer-drop0.35-lr0.002,user-split-gru-256-3layer-drop0.35-lr0.002,GRU,256,3,0.35,0.002,40,23,0.875,0.5048380770906806,0.875,0.5048380770906806,0.9052369077306733,0.3922225892952553,363,401,995092,3890.1923828125,0.6622499999745439,15.405639299999166
overnight-gru-384-2layer-drop0.35-lr0.001,user-split-gru-384-2layer-drop0.35-lr0.001,GRU,384,2,0.35,0.001,40,24,0.915,0.35035059484653175,0.915,0.35035059484653175,0.9476309226932669,0.1458816334066397,380,401,1342868,5248.3798828125,0.6502333332415825,14.484816600001068
overnight-gru-384-3layer-drop0.1-lr0.001,user-split-gru-384-3layer-drop0.1-lr0.001,GRU,384,3,0.1,0.001,40,10,0.875,0.43598503060638905,0.875,0.43598503060638905,0.9002493765586035,0.37573697964226516,361,401,2229908,8713.6923828125,1.0626666667424918,19.689813899996807
overnight-gru-256-3layer-drop0.35-lr0.0005,user-split-gru-256-3layer-drop0.35-lr0.0005,GRU,256,3,0.35,0.0005,40,22,0.84,0.6399411582248286,0.84,0.6399411582248286,0.8728179551122195,0.5421299491811572,350,401,995092,3890.1923828125,0.668716666890153,15.477829000003112
overnight-lstm-128-2layer-drop0.2-lr0.001,user-split-lstm-128-2layer-drop0.2-lr0.001,LSTM,128,2,0.2,0.001,40,32,0.6925,1.4323306745290756,0.6925,1.4323306745290756,0.7655860349127181,1.0144643422374107,307,401,202772,794.8798828125,0.3739766667422373,9.054465699999128
overnight-lstm-128-2layer-drop0.35-lr0.001,user-split-lstm-128-2layer-drop0.35-lr0.001,LSTM,128,2,0.35,0.001,40,22,0.7875,0.8576524305343628,0.7875,0.8576524305343628,0.8079800498753117,0.6632369948444223,324,401,202772,794.8798828125,0.38790666658314876,9.900525099998049
overnight-lstm-128-2layer-drop0.35-lr0.0005,user-split-lstm-128-2layer-drop0.35-lr0.0005,LSTM,128,2,0.35,0.0005,40,24,0.79,0.8251099067926407,0.79,0.8251099067926407,0.7630922693266833,0.744068255151002,306,401,202772,794.8798828125,0.38706000001790625,9.924011299997801
overnight-gru-256-3layer-drop0.1-lr0.0003,user-split-gru-256-3layer-drop0.1-lr0.0003,GRU,256,3,0.1,0.0003,40,19,0.7825,0.6964677782729268,0.7825,0.6964677782729268,0.830423940149626,0.618945961135284,333,401,995092,3890.1923828125,0.6779000000581921,16.168808700000227
overnight-gru-256-3layer-drop0.35-lr0.0003,user-split-gru-256-3layer-drop0.35-lr0.0003,GRU,256,3,0.35,0.0003,40,22,0.785,0.8603000789508224,0.785,0.8603000789508224,0.8229426433915212,0.7725106969735867,330,401,995092,3890.1923828125,0.6765666667585417,15.789815399999497
overnight-conv1d-64-2layer-drop0.1-lr0.0005,user-split-conv1d-64-2layer-drop0.1-lr0.0005,Conv1D,64,2,0.1,0.0005,35,33,0.79,0.763221970796585,0.79,0.763221970796585,0.8428927680798005,0.5403149493614634,338,401,14548,64.0107421875,0.34591333314892836,6.439739200002805
overnight-lstm-384-2layer-drop0.1-lr0.0005,user-split-lstm-384-2layer-drop0.1-lr0.0005,LSTM,384,2,0.1,0.0005,40,12,0.76,1.0899834311008454,0.76,1.0899834311008454,0.6234413965087282,1.5614963582626304,250,401,1787924,6986.8798828125,0.9110333332500886,16.951477400005388
overnight-lstm-384-3layer-drop0.35-lr0.001,user-split-lstm-384-3layer-drop0.35-lr0.001,LSTM,384,3,0.35,0.001,40,18,0.845,0.7377023039385676,0.845,0.7377023039385676,0.8877805486284289,0.6436987774553442,356,401,2970644,11607.1923828125,1.3840499998574767,23.882704499999818
overnight-lstm-384-2layer-drop0.0-lr0.001,user-split-lstm-384-2layer-drop0.0-lr0.001,LSTM,384,2,0.0,0.001,40,15,0.8025,0.7206353813409805,0.8025,0.7206353813409805,0.6783042394014963,1.2739096132299847,272,401,1787924,6986.8798828125,0.9433466664631851,16.678131500004383
overnight-gru-384-1layer-drop0.0-lr0.0005,user-split-gru-384-1layer-drop0.0-lr0.0005,GRU,384,1,0.0,0.0005,40,25,0.8175,0.6703716884553432,0.8175,0.6703716884553432,0.8628428927680798,0.38448417036239046,346,401,455828,1783.0673828125,0.32951999989260605,8.563127299996268
overnight-lstm-64-2layer-drop0.0-lr0.001,user-split-lstm-64-2layer-drop0.0-lr0.001,LSTM,64,2,0.0,0.001,40,39,0.7475,1.1051276160031558,0.7475,1.1051276160031558,0.7780548628428927,0.8177517624269994,312,401,52244,206.8798828125,0.2818433332625621,8.877136099996278
overnight-lstm-384-2layer-drop0.2-lr0.001,user-split-lstm-384-2layer-drop0.2-lr0.001,LSTM,384,2,0.2,0.001,40,12,0.78,0.8494646221399307,0.78,0.8494646221399307,0.8029925187032418,0.7589840827663046,322,401,1787924,6986.8798828125,0.9222566666721832,16.957055999999284
overnight-gru-256-3layer-drop0.2-lr0.002,user-split-gru-256-3layer-drop0.2-lr0.002,GRU,256,3,0.2,0.002,40,6,0.8375,0.6040082336217165,0.8375,0.6040082336217165,0.9251870324189526,0.240910979094648,371,401,995092,3890.1923828125,0.6467100000008941,15.431791299997712
overnight-lstm-128-2layer-drop0.2-lr0.0005,user-split-lstm-128-2layer-drop0.2-lr0.0005,LSTM,128,2,0.2,0.0005,40,34,0.8,0.8680110662430525,0.8,0.8680110662430525,0.773067331670823,0.719761473579597,310,401,202772,794.8798828125,0.3709733333380427,9.109004500001902
overnight-gru-128-1layer-drop0.0-lr0.002,user-split-gru-128-1layer-drop0.0-lr0.002,GRU,128,1,0.0,0.002,40,28,0.785,0.778090890282765,0.785,0.778090890282765,0.8703241895261845,0.5189474243810052,349,401,53652,212.0048828125,0.2171799998905044,7.643938599998364
overnight-lstm-128-2layer-drop0.0-lr0.0005,user-split-lstm-128-2layer-drop0.0-lr0.0005,LSTM,128,2,0.0,0.0005,40,30,0.7475,0.8905285379290581,0.7475,0.8905285379290581,0.7755610972568578,0.8917998615048472,311,401,202772,794.8798828125,0.3852199998315579,9.201107599998068
overnight-gru-64-3layer-drop0.2-lr0.0005,user-split-gru-64-3layer-drop0.2-lr0.0005,GRU,64,3,0.2,0.0005,40,23,0.7575,1.2128729784488679,0.7575,1.2128729784488679,0.685785536159601,1.13779878437965,275,401,64468,254.8798828125,0.24104333351715468,10.014711300005729
overnight-gru-64-2layer-drop0.1-lr0.0005,user-split-gru-64-2layer-drop0.1-lr0.0005,GRU,64,2,0.1,0.0005,40,38,0.7125,1.0713980656862259,0.7125,1.0713980656862259,0.827930174563591,0.5519003347862985,332,401,39508,157.0673828125,0.225746666546911,9.002813799997966
overnight-lstm-128-3layer-drop0.35-lr0.0005,user-split-lstm-128-3layer-drop0.35-lr0.0005,LSTM,128,3,0.35,0.0005,40,30,0.68,1.1759939173981548,0.68,1.1759939173981548,0.7107231920199502,0.9143427150728102,285,401,334868,1311.1923828125,0.41574999995646067,10.562048600004346
overnight-lstm-256-3layer-drop0.1-lr0.0005,user-split-lstm-256-3layer-drop0.1-lr0.0005,LSTM,256,3,0.1,0.0005,40,22,0.7575,1.135278048850596,0.7575,1.135278048850596,0.6783042394014963,1.3477503079131357,272,401,1325076,5179.1923828125,0.7557233334712994,16.54474130000017
overnight-lstm-64-2layer-drop0.1-lr0.001,user-split-lstm-64-2layer-drop0.1-lr0.001,LSTM,64,2,0.1,0.001,40,34,0.7475,1.0549864134192466,0.7475,1.0549864134192466,0.7406483790523691,0.9460459403563616,297,401,52244,206.8798828125,0.2567566666887918,8.762930499993672
overnight-lstm-128-2layer-drop0.0-lr0.001,user-split-lstm-128-2layer-drop0.0-lr0.001,LSTM,128,2,0.0,0.001,40,25,0.7675,0.899876111894846,0.7675,0.899876111894846,0.7655860349127181,1.093647551952752,307,401,202772,794.8798828125,0.3849100001389161,9.26930629999697
overnight-lstm-128-2layer-drop0.1-lr0.001,user-split-lstm-128-2layer-drop0.1-lr0.001,LSTM,128,2,0.1,0.001,40,32,0.765,0.9594131861627102,0.765,0.9594131861627102,0.8428927680798005,0.6561604022533817,338,401,202772,794.8798828125,0.3621033332213604,9.217351799998141
overnight-lstm-256-3layer-drop0.0-lr0.001,user-split-lstm-256-3layer-drop0.0-lr0.001,LSTM,256,3,0.0,0.001,40,28,0.81,0.7411830348335207,0.81,0.7411830348335207,0.8802992518703242,0.5492770142424759,353,401,1325076,5179.1923828125,0.7622533334748975,16.09822770000028
overnight-lstm-256-2layer-drop0.35-lr0.0005,user-split-lstm-256-2layer-drop0.35-lr0.0005,LSTM,256,2,0.35,0.0005,40,23,0.755,0.8967831629514694,0.755,0.8967831629514694,0.8403990024937655,0.5553319497298719,337,401,798740,3122.8798828125,0.525273333187215,12.447026400004688
overnight-lstm-256-2layer-drop0.2-lr0.0005,user-split-lstm-256-2layer-drop0.2-lr0.0005,LSTM,256,2,0.2,0.0005,40,14,0.805,0.8487337218225002,0.805,0.8487337218225002,0.8029925187032418,0.6467463604529897,322,401,798740,3122.8798828125,0.6381766666891053,12.433709199998702
overnight-lstm-384-2layer-drop0.35-lr0.001,user-split-lstm-384-2layer-drop0.35-lr0.001,LSTM,384,2,0.35,0.001,40,22,0.875,0.4437077124882489,0.875,0.4437077124882489,0.7780548628428927,1.0541087438786714,312,401,1787924,6986.8798828125,0.924246666545514,16.76779869999882
overnight-lstm-256-3layer-drop0.0-lr0.0005,user-split-lstm-256-3layer-drop0.0-lr0.0005,LSTM,256,3,0.0,0.0005,40,23,0.755,0.9988096671551466,0.755,0.9988096671551466,0.685785536159601,1.4019763781840069,275,401,1325076,5179.1923828125,0.7373300000229694,16.13750450000225
overnight-gru-64-3layer-drop0.1-lr0.0005,user-split-gru-64-3layer-drop0.1-lr0.0005,GRU,64,3,0.1,0.0005,40,31,0.81,1.012816233858466,0.81,1.012816233858466,0.7830423940149626,1.0093761441713556,314,401,64468,254.8798828125,0.24118000001180917,9.473256700002821
overnight-gru-64-1layer-drop0.0-lr0.002,user-split-gru-64-1layer-drop0.0-lr0.002,GRU,64,1,0.0,0.002,40,25,0.6575,1.4614610745292156,0.6575,1.4614610745292156,0.7905236907730673,0.6959901322004504,317,401,14548,59.2548828125,0.2570433333554926,7.479504899994936
overnight-lstm-256-3layer-drop0.2-lr0.0005,user-split-lstm-256-3layer-drop0.2-lr0.0005,LSTM,256,3,0.2,0.0005,40,19,0.8,0.9013504669256508,0.8,0.9013504669256508,0.7456359102244389,0.9231184373175414,299,401,1325076,5179.1923828125,0.7602733334351797,16.86114280000038
overnight-gru-64-3layer-drop0.35-lr0.0005,user-split-gru-64-3layer-drop0.35-lr0.0005,GRU,64,3,0.35,0.0005,40,28,0.645,1.516407014131546,0.645,1.516407014131546,0.6982543640897756,1.1383921820623917,280,401,64468,254.8798828125,0.2452366667663834,9.401920299998892
overnight-lstm-256-2layer-drop0.1-lr0.001,user-split-lstm-256-2layer-drop0.1-lr0.001,LSTM,256,2,0.1,0.001,40,24,0.7575,1.142895387560129,0.7575,1.142895387560129,0.7605985037406484,1.017305324053824,305,401,798740,3122.8798828125,0.5214533332036808,12.639355599996634
overnight-lstm-128-3layer-drop0.35-lr0.001,user-split-lstm-128-3layer-drop0.35-lr0.001,LSTM,128,3,0.35,0.001,40,35,0.83,0.9528767916560174,0.83,0.9528767916560174,0.8379052369077307,0.847980796547602,336,401,334868,1311.1923828125,0.41361333351233043,10.427245400001993
overnight-lstm-128-3layer-drop0.0-lr0.001,user-split-lstm-128-3layer-drop0.0-lr0.001,LSTM,128,3,0.0,0.001,40,38,0.7525,1.3390841668844222,0.7525,1.3390841668844222,0.8354114713216958,0.6839338909193613,335,401,334868,1311.1923828125,0.43151666662500554,10.179257499999949
overnight-lstm-128-2layer-drop0.1-lr0.0005,user-split-lstm-128-2layer-drop0.1-lr0.0005,LSTM,128,2,0.1,0.0005,40,31,0.71,0.940188343077898,0.71,0.940188343077898,0.6807980049875312,0.9345392024427875,273,401,202772,794.8798828125,0.370906666648807,9.168359499999497
overnight-lstm-256-2layer-drop0.0-lr0.0005,user-split-lstm-256-2layer-drop0.0-lr0.0005,LSTM,256,2,0.0,0.0005,40,27,0.87,0.6981788875535131,0.87,0.6981788875535131,0.8179551122194514,0.6992857289730462,328,401,798740,3122.8798828125,0.5754633331283306,12.748563100001775
overnight-lstm-256-3layer-drop0.35-lr0.001,user-split-lstm-256-3layer-drop0.35-lr0.001,LSTM,256,3,0.35,0.001,40,30,0.8675,0.6261446405947209,0.8675,0.6261446405947209,0.8952618453865336,0.36363810419739034,359,401,1325076,5179.1923828125,0.7542000001800867,17.261065799997596
overnight-conv1d-64-2layer-drop0.2-lr0.0005,user-split-conv1d-64-2layer-drop0.2-lr0.0005,Conv1D,64,2,0.2,0.0005,35,34,0.765,0.8779627454280853,0.765,0.8779627454280853,0.8154613466334164,0.5641423639216625,327,401,14548,64.0107421875,0.35403666673422174,7.001842300000135
overnight-lstm-384-3layer-drop0.0-lr0.001,user-split-lstm-384-3layer-drop0.0-lr0.001,LSTM,384,3,0.0,0.001,40,17,0.8825,0.581488433452323,0.8825,0.581488433452323,0.9276807980049875,0.3187070857371178,372,401,2970644,11607.1923828125,1.382740000068831,23.72155620000558
overnight-lstm-256-2layer-drop0.2-lr0.001,user-split-lstm-256-2layer-drop0.2-lr0.001,LSTM,256,2,0.2,0.001,40,21,0.85,0.6145350890606642,0.85,0.6145350890606642,0.7930174563591023,0.8416396341567622,318,401,798740,3122.8798828125,0.5401066664489917,12.514468900000793
overnight-lstm-384-3layer-drop0.35-lr0.0005,user-split-lstm-384-3layer-drop0.35-lr0.0005,LSTM,384,3,0.35,0.0005,40,22,0.78,1.0429967881925404,0.78,1.0429967881925404,0.7755610972568578,1.0190343399000288,311,401,2970644,11607.1923828125,1.371806666672152,23.819588800004567
overnight-gru-384-3layer-drop0.2-lr0.0003,user-split-gru-384-3layer-drop0.2-lr0.0003,GRU,384,3,0.2,0.0003,40,11,0.78,0.768335177488625,0.78,0.768335177488625,0.827930174563591,0.6831347888841891,332,401,2229908,8713.6923828125,0.9589900000719354,19.643969199998537
overnight-lstm-128-3layer-drop0.0-lr0.0005,user-split-lstm-128-3layer-drop0.0-lr0.0005,LSTM,128,3,0.0,0.0005,40,27,0.75,1.239113858230412,0.75,1.239113858230412,0.8678304239401496,0.4807081814121427,348,401,334868,1311.1923828125,0.4305133334128186,10.16473440000118
overnight-gru-64-2layer-drop0.0-lr0.0005,user-split-gru-64-2layer-drop0.0-lr0.0005,GRU,64,2,0.0,0.0005,40,39,0.7075,1.2933915115892887,0.7075,1.2933915115892887,0.8254364089775561,0.5921481422652628,331,401,39508,157.0673828125,0.23523666653394076,8.372898300003726
overnight-lstm-384-3layer-drop0.2-lr0.001,user-split-lstm-384-3layer-drop0.2-lr0.001,LSTM,384,3,0.2,0.001,40,13,0.85,0.564004171192646,0.85,0.564004171192646,0.7306733167082294,1.0535743455379327,293,401,2970644,11607.1923828125,1.3936433332370748,24.131883899994136
overnight-lstm-384-2layer-drop0.2-lr0.0005,user-split-lstm-384-2layer-drop0.2-lr0.0005,LSTM,384,2,0.2,0.0005,40,22,0.8275,0.7075047147274017,0.8275,0.7075047147274017,0.770573566084788,1.037414413363559,309,401,1787924,6986.8798828125,0.9262733333647095,16.774584999999206
overnight-lstm-64-2layer-drop0.2-lr0.001,user-split-lstm-64-2layer-drop0.2-lr0.001,LSTM,64,2,0.2,0.001,40,36,0.7325,0.9485915665328503,0.7325,0.9485915665328503,0.7481296758104738,0.8079441076590496,300,401,52244,206.8798828125,0.25979999991250224,8.759614099995815
overnight-lstm-64-3layer-drop0.35-lr0.001,user-split-lstm-64-3layer-drop0.35-lr0.001,LSTM,64,3,0.35,0.001,40,37,0.685,1.2885401505976914,0.685,1.2885401505976914,0.7780548628428927,0.6637194941465991,312,401,85524,337.1923828125,0.24811333326700455,10.477762800001074
overnight-lstm-64-3layer-drop0.1-lr0.001,user-split-lstm-64-3layer-drop0.1-lr0.001,LSTM,64,3,0.1,0.001,40,39,0.685,1.4287121887505054,0.685,1.4287121887505054,0.7381546134663342,1.0526285208668793,296,401,85524,337.1923828125,0.24483666687350097,10.218925499997567
overnight-gru-384-1layer-drop0.0-lr0.002,user-split-gru-384-1layer-drop0.0-lr0.002,GRU,384,1,0.0,0.002,40,21,0.93,0.2976413560321089,0.93,0.2976413560321089,0.8952618453865336,0.29017439761438274,359,401,455828,1783.0673828125,0.3260499999062934,8.61380310000095
overnight-lstm-128-3layer-drop0.2-lr0.0005,user-split-lstm-128-3layer-drop0.2-lr0.0005,LSTM,128,3,0.2,0.0005,40,27,0.7725,0.980082307010889,0.7725,0.980082307010889,0.7456359102244389,0.8029574163239496,299,401,334868,1311.1923828125,0.4122333334332021,10.348816099998658
overnight-conv1d-64-2layer-drop0.35-lr0.001,user-split-conv1d-64-2layer-drop0.35-lr0.001,Conv1D,64,2,0.35,0.001,35,27,0.7425,1.0367552995681764,0.7425,1.0367552995681764,0.7930174563591023,0.5282031542939736,318,401,14548,64.0107421875,0.33125666668638587,6.463761600003636
overnight-lstm-128-3layer-drop0.1-lr0.001,user-split-lstm-128-3layer-drop0.1-lr0.001,LSTM,128,3,0.1,0.001,40,32,0.785,0.9612016016244889,0.785,0.9612016016244889,0.7506234413965087,1.0058400720134935,301,401,334868,1311.1923828125,0.4138633332331665,10.574421500001336
overnight-lstm-256-3layer-drop0.35-lr0.0005,user-split-lstm-256-3layer-drop0.35-lr0.0005,LSTM,256,3,0.35,0.0005,40,31,0.83,0.7038167914375663,0.83,0.7038167914375663,0.8129675810473815,0.9093873607101584,326,401,1325076,5179.1923828125,0.7507733333720049,16.51522449999902
overnight-lstm-128-3layer-drop0.1-lr0.0005,user-split-lstm-128-3layer-drop0.1-lr0.0005,LSTM,128,3,0.1,0.0005,40,23,0.81,0.9226022964715958,0.81,0.9226022964715958,0.773067331670823,0.7211428642124309,310,401,334868,1311.1923828125,0.41633000000729226,10.357364399998914
overnight-lstm-128-1layer-drop0.0-lr0.0005,user-split-lstm-128-1layer-drop0.0-lr0.0005,LSTM,128,1,0.0,0.0005,40,31,0.6875,1.1271566054224968,0.6875,1.1271566054224968,0.7780548628428927,0.7579920520806253,312,401,70676,278.5673828125,0.2820699999574572,7.486450199998217
overnight-lstm-64-3layer-drop0.1-lr0.0005,user-split-lstm-64-3layer-drop0.1-lr0.0005,LSTM,64,3,0.1,0.0005,40,38,0.7775,0.9433657419681549,0.7775,0.9433657419681549,0.7481296758104738,0.7076752231528337,300,401,85524,337.1923828125,0.24425999993885245,10.06215230000089
overnight-gru-64-1layer-drop0.0-lr0.001,user-split-gru-64-1layer-drop0.0-lr0.001,GRU,64,1,0.0,0.001,40,29,0.705,1.052572862058878,0.705,1.052572862058878,0.713216957605985,0.9006367458072386,286,401,14548,59.2548828125,0.21283333335304633,7.391149700000824
overnight-gru-64-2layer-drop0.35-lr0.0005,user-split-gru-64-2layer-drop0.35-lr0.0005,GRU,64,2,0.35,0.0005,40,38,0.6475,1.4464981627464295,0.6475,1.4464981627464295,0.7930174563591023,0.6501007252500539,318,401,39508,157.0673828125,0.25666333312983625,9.11438150000322
overnight-lstm-64-2layer-drop0.35-lr0.0005,user-split-lstm-64-2layer-drop0.35-lr0.0005,LSTM,64,2,0.35,0.0005,40,36,0.61,1.2387274846434593,0.61,1.2387274846434593,0.7556109725685786,0.8182548646469069,303,401,52244,206.8798828125,0.25485999988935265,9.592561400000704
overnight-lstm-64-2layer-drop0.35-lr0.001,user-split-lstm-64-2layer-drop0.35-lr0.001,LSTM,64,2,0.35,0.001,40,39,0.6975,1.2742365297675133,0.6975,1.2742365297675133,0.7680798004987531,0.8533207013125431,308,401,52244,206.8798828125,0.26118999982524355,9.645006099999591
overnight-conv1d-64-2layer-drop0.35-lr0.0005,user-split-conv1d-64-2layer-drop0.35-lr0.0005,Conv1D,64,2,0.35,0.0005,35,34,0.725,1.0138574242591858,0.725,1.0138574242591858,0.7581047381546134,0.6576982534437108,304,401,14548,64.0107421875,0.34195333331202465,6.852918900003715
overnight-lstm-128-3layer-drop0.2-lr0.001,user-split-lstm-128-3layer-drop0.2-lr0.001,LSTM,128,3,0.2,0.001,40,37,0.805,0.8633579281717538,0.805,0.8633579281717538,0.9177057356608479,0.3479911329461601,368,401,334868,1311.1923828125,0.4158066668120834,10.570158599999559
overnight-lstm-128-1layer-drop0.0-lr0.001,user-split-lstm-128-1layer-drop0.0-lr0.001,LSTM,128,1,0.0,0.001,40,20,0.7475,1.0186588008701802,0.7475,1.0186588008701802,0.7655860349127181,0.7172173032736838,307,401,70676,278.5673828125,0.22880333320548138,7.456428500001493
overnight-gru-64-3layer-drop0.1-lr0.0003,user-split-gru-64-3layer-drop0.1-lr0.0003,GRU,64,3,0.1,0.0003,40,39,0.6825,1.3887311840057373,0.6825,1.3887311840057373,0.6384039900249376,1.108597408209061,256,401,64468,254.8798828125,0.23990333332524946,10.23223549999966
overnight-gru-128-1layer-drop0.0-lr0.0003,user-split-gru-128-1layer-drop0.0-lr0.0003,GRU,128,1,0.0,0.0003,40,36,0.64,1.2893452237546443,0.64,1.2893452237546443,0.770573566084788,0.7064375913053974,309,401,53652,212.0048828125,0.21710666648383875,8.06907019999926
overnight-lstm-64-3layer-drop0.0-lr0.001,user-split-lstm-64-3layer-drop0.0-lr0.001,LSTM,64,3,0.0,0.001,40,32,0.795,0.7088758217915893,0.795,0.7088758217915893,0.8179551122194514,0.7429793500956937,328,401,85524,337.1923828125,0.2745666667275752,10.875462800002424
overnight-lstm-64-1layer-drop0.0-lr0.001,user-split-lstm-64-1layer-drop0.0-lr0.001,LSTM,64,1,0.0,0.001,40,39,0.615,1.3570654809474945,0.615,1.3570654809474945,0.6209476309226932,1.315204507097639,249,401,18964,76.5048828125,0.231303333324225,8.427037399997062
overnight-lstm-256-3layer-drop0.1-lr0.001,user-split-lstm-256-3layer-drop0.1-lr0.001,LSTM,256,3,0.1,0.001,40,29,0.8475,0.6946892717806622,0.8475,0.6946892717806622,0.8827930174563591,0.7553544651689078,354,401,1325076,5179.1923828125,0.7667166665972521,17.50306080000155
overnight-lstm-64-2layer-drop0.0-lr0.0005,user-split-lstm-64-2layer-drop0.0-lr0.0005,LSTM,64,2,0.0,0.0005,40,30,0.6625,1.1372849923372268,0.6625,1.1372849923372268,0.770573566084788,0.7311225692716026,309,401,52244,206.8798828125,0.2778866667843734,9.407332199996745
overnight-lstm-64-3layer-drop0.2-lr0.001,user-split-lstm-64-3layer-drop0.2-lr0.001,LSTM,64,3,0.2,0.001,40,39,0.67,1.6264224383234978,0.67,1.6264224383234978,0.8403990024937655,0.6061454335055744,337,401,85524,337.1923828125,0.2508233332870683,11.472732400005043
overnight-lstm-64-2layer-drop0.2-lr0.0005,user-split-lstm-64-2layer-drop0.2-lr0.0005,LSTM,64,2,0.2,0.0005,40,24,0.6775,1.0881387710571289,0.6775,1.0881387710571289,0.5760598503740648,1.1326701046522716,231,401,52244,206.8798828125,0.24837333354904936,9.307038099999772
overnight-lstm-256-3layer-drop0.2-lr0.001,user-split-lstm-256-3layer-drop0.2-lr0.001,LSTM,256,3,0.2,0.001,40,15,0.865,0.6495529552549124,0.865,0.6495529552549124,0.7830423940149626,0.7776699268869925,314,401,1325076,5179.1923828125,0.7425799999812928,16.662563800004136
overnight-gru-64-3layer-drop0.35-lr0.0003,user-split-gru-64-3layer-drop0.35-lr0.0003,GRU,64,3,0.35,0.0003,40,38,0.645,1.474076765924692,0.645,1.474076765924692,0.7356608478802993,0.8660386259716348,295,401,64468,254.8798828125,0.23733333340108703,9.333074099995429
overnight-gru-64-3layer-drop0.0-lr0.0003,user-split-gru-64-3layer-drop0.0-lr0.0003,GRU,64,3,0.0,0.0003,40,38,0.715,1.3490435828268528,0.715,1.3490435828268528,0.6633416458852868,1.2226778907966138,266,401,64468,254.8798828125,0.2901299999696979,10.250331800001732
overnight-lstm-64-2layer-drop0.1-lr0.0005,user-split-lstm-64-2layer-drop0.1-lr0.0005,LSTM,64,2,0.1,0.0005,40,37,0.605,1.467070871591568,0.605,1.467070871591568,0.6533665835411472,0.9701009537662354,262,401,52244,206.8798828125,0.25718333320886205,9.509303700004239
overnight-gru-64-3layer-drop0.2-lr0.0003,user-split-gru-64-3layer-drop0.2-lr0.0003,GRU,64,3,0.2,0.0003,40,38,0.71,1.3911695510149003,0.71,1.3911695510149003,0.7306733167082294,0.9055509674281551,293,401,64468,254.8798828125,0.24195000005420297,10.37102660000528
overnight-lstm-64-3layer-drop0.0-lr0.0005,user-split-lstm-64-3layer-drop0.0-lr0.0005,LSTM,64,3,0.0,0.0005,40,33,0.7225,0.9393963032960891,0.7225,0.9393963032960891,0.7281795511221946,0.9262104606316274,292,401,85524,337.1923828125,0.28094666655912687,10.889643399998022
overnight-lstm-64-3layer-drop0.2-lr0.0005,user-split-lstm-64-3layer-drop0.2-lr0.0005,LSTM,64,3,0.2,0.0005,40,33,0.7275,1.1665234680473804,0.7275,1.1665234680473804,0.713216957605985,0.8913689058766401,286,401,85524,337.1923828125,0.23753666682750918,10.386619299999438
overnight-lstm-384-2layer-drop0.0-lr0.0005,user-split-lstm-384-2layer-drop0.0-lr0.0005,LSTM,384,2,0.0,0.0005,40,22,0.7675,1.0152427326142788,0.7675,1.0152427326142788,0.7755610972568578,1.0169334839704327,311,401,1787924,6986.8798828125,0.9143966667276497,16.604224400005478
overnight-lstm-64-3layer-drop0.35-lr0.0005,user-split-lstm-64-3layer-drop0.35-lr0.0005,LSTM,64,3,0.35,0.0005,40,38,0.6725,1.2233692532777787,0.6725,1.2233692532777787,0.7231920199501247,0.8483296150987285,290,401,85524,337.1923828125,0.24553000015051413,9.885575200001767
overnight-gru-64-2layer-drop0.0-lr0.0003,user-split-gru-64-2layer-drop0.0-lr0.0003,GRU,64,2,0.0,0.0003,40,39,0.6575,1.3146887162327767,0.6575,1.3146887162327767,0.7855361596009975,0.6562757819073456,315,401,39508,157.0673828125,0.23870999987896843,8.794861000002129
overnight-gru-64-1layer-drop0.0-lr0.0005,user-split-gru-64-1layer-drop0.0-lr0.0005,GRU,64,1,0.0,0.0005,40,37,0.6575,1.3049586535990239,0.6575,1.3049586535990239,0.6733167082294265,0.9781404174771392,270,401,14548,59.2548828125,0.30167000004439615,7.800640699999349
overnight-gru-64-2layer-drop0.1-lr0.0003,user-split-gru-64-2layer-drop0.1-lr0.0003,GRU,64,2,0.1,0.0003,40,37,0.6425,1.3614584148675204,0.6425,1.3614584148675204,0.7381546134663342,0.7683855009792452,296,401,39508,157.0673828125,0.23997666673191512,9.106039899997995
